Sr No.,Date of Encashment,Name of the Political Party,Account no. of Political Party,Denominations,Pay Branch Code,Pay Teller,pkey
5306,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-13770
5307,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-13786
5308,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-13772
5309,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-13780
5310,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,7516991,TL-13788
5311,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,7516991,OL-16643
5312,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,7516991,OL-16645
5313,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,7516991,OL-16651
5314,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,7516991,OL-16647
5315,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,7516991,OL-16653
5316,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,7516991,OL-16649
5317,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,7516991,OL-16641
5318,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000,691,7516991,TT-67009
5319,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000,691,7516991,TT-67013
5320,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000,691,7516991,TT-67007
5321,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000,691,7516991,TT-67011
5322,2021-01-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000,691,7516991,TT-67015
5323,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,3382516,OC-7969
5324,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,10000000,847,3382516,OC-7967
5325,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13465
5326,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13445
5327,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13439
5328,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13441
5329,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13437
5330,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13443
5331,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13493
5332,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13491
5333,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13487
5334,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13481
5335,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13485
5336,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13483
5337,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13489
5338,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13500
5339,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13498
5340,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13753
5341,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13494
5342,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13492
5343,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13496
5344,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13751
5345,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13499
5346,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13497
5347,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13752
5348,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13754
5349,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13755
5350,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13757
5351,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13759
5352,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13762
5353,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13764
5354,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13756
5355,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13760
5356,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13758
5357,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13768
5358,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13479
5359,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13484
5360,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13486
5361,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13482
5362,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13763
5363,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13765
5364,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13767
5365,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13769
5366,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,3382516,TL-13761
5367,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,3382516,OL-1299
5368,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,3382516,OL-1290
5369,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,3382516,OL-1300
5370,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,3382516,OL-1292
5371,2021-01-18,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,3382516,OL-1317
5372,2021-01-19,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991,OC-7973
5373,2021-01-20,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991,TL-13490
5374,2021-01-20,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991,TL-13495
5375,2021-01-20,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991,TL-13766
5376,2021-01-20,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991,TL-13488
5377,2021-01-20,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991,OL-1296
5378,2021-01-20,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991,OL-1298
5379,2021-01-20,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991,OL-1294
5380,2021-01-20,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991,OL-1321
5381,2021-01-20,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991,OL-1325
5382,2021-01-20,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991,OL-1323
5383,2021-01-20,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991,OL-1319
5384,2021-01-20,BHARATIYA JANATA PARTY,*******8244,100000,691,3428540,OL-16657
5385,2021-01-20,BHARATIYA JANATA PARTY,*******8244,100000,691,3428540,OL-16655
5386,2021-01-20,BHARATIYA JANATA PARTY,*******8244,10000,691,3428540,TT-67019
5387,2021-01-20,BHARATIYA JANATA PARTY,*******8244,10000,691,3428540,TT-67021
5388,2021-01-20,BHARATIYA JANATA PARTY,*******8244,10000,691,3428540,TT-67003
5389,2021-01-20,BHARATIYA JANATA PARTY,*******8244,10000,691,3428540,TT-67005
5390,2021-01-20,BHARATIYA JANATA PARTY,*******8244,10000,691,3428540,TT-67017
5391,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8037
5392,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8054
5393,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8058
5394,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8068
5395,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8025
5396,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8441
5397,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8414
5398,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8072
5399,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8009
5400,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8049
5401,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8041
5402,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8425
5403,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8056
5404,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8439
5405,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8045
5406,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8023
5407,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8437
5408,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8002
5409,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8039
5410,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8051
5411,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-7975
5412,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8021
5413,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8419
5414,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8404
5415,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8015
5416,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8427
5417,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8060
5418,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8443
5419,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8412
5420,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8062
5421,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8017
5422,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8429
5423,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8435
5424,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8011
5425,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8431
5426,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8406
5427,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8043
5428,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8033
5429,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8013
5430,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8070
5431,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8417
5432,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8035
5433,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8074
5434,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8416
5435,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8423
5436,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8064
5437,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8066
5438,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8047
5439,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8402
5440,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8410
5441,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8019
5442,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8421
5443,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8408
5444,2021-04-07,BIJU JANATA DAL,*******4340,10000000,41,2804026,OC-8433
5445,2021-04-07,BIJU JANATA DAL,*******4340,1000000,41,2804026,TL-13790
5446,2021-04-07,BIJU JANATA DAL,*******4340,1000000,41,2804026,TL-13796
5447,2021-04-07,BIJU JANATA DAL,*******4340,1000000,41,2804026,TL-13792
5448,2021-04-07,BIJU JANATA DAL,*******4340,1000000,41,2804026,TL-13794
5449,2021-04-07,BIJU JANATA DAL,*******4340,1000000,41,2804026,TL-13798
5450,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-5749
5451,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8453
5452,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8451
5453,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-5744
5454,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-5747
5455,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-5741
5456,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8460
5457,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8458
5458,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8455
5459,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8466
5460,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8469
5461,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8462
5462,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8473
5463,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8559
5464,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8552
5465,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8567
5466,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8558
5467,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8568
5468,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8550
5469,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8539
5470,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8546
5471,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8571
5472,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8532
5473,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8548
5474,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8526
5475,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8533
5476,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8554
5477,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8574
5478,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8538
5479,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8541
5480,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8565
5481,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8570
5482,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8573
5483,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8563
5484,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8529
5485,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8561
5486,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8540
5487,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8566
5488,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8557
5489,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8564
5490,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8535
5491,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8553
5492,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8560
5493,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8543
5494,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8537
5495,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8531
5496,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8562
5497,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8544
5498,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8551
5499,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8527
5500,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8536
5501,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8542
5502,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8556
5503,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8534
5504,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8549
5505,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8572
5506,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8530
5507,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8547
5508,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8555
5509,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8528
5510,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8545
5511,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-8569
5512,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6990
5513,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6779
5514,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6849
5515,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6791
5516,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6992
5517,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6984
5518,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6997
5519,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6979
5520,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6799
5521,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6781
5522,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6785
5523,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6995
5524,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6982
5525,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6977
5526,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6789
5527,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6845
5528,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6847
5529,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6981
5530,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6988
5531,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6843
5532,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6800
5533,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6796
5534,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6980
5535,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6994
5536,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6783
5537,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6797
5538,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6983
5539,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6841
5540,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6987
5541,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6795
5542,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6993
5543,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6798
5544,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6793
5545,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6787
5546,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6777
5547,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6991
5548,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6985
5549,2021-04-07,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473,OC-6986
